id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
BIRD_398,Garden Fresh Millet & Papaya Seed Chop,Bird,Senior,"Millet, Oatmeal, Papaya, Banana, Carrots","47g, 25g, 19g, 39g, 15g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Banana, Carrots). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",223,6.9,2.7,43.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/bird-garden-fresh-millet-and-papaya-seed-chop
BIRD_399,Garden Fresh Sunflower Seeds & Papaya Seed Chop,Bird,Adult,"Sunflower Seeds, Oatmeal, Papaya, Broccoli, Sweet Potato","36g, 37g, 35g, 40g, 21g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Broccoli, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",237,9.1,12.5,25.1,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"High Protein, Joint Health","High Protein Support, Joint Health Support",https://pawfeed.ai/recipes/bird-garden-fresh-sunflower-seeds-and-papaya-seed-chop
BIRD_400,Wholesome Sunflower Seeds & Banana Fresh Fruit Chop,Bird,Senior,"Sunflower Seeds, Oatmeal, Banana, Papaya","70g, 24g, 15g, 24g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Papaya). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",395,14.3,28.2,27.0,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Digestive Health, General Wellness","Digestive Health Support, General Wellness Support",https://pawfeed.ai/recipes/bird-wholesome-sunflower-seeds-and-banana-fresh-fruit-chop
BIRD_401,Essential Sunflower Seeds & Papaya Foraging Pot,Bird,Adult,"Sunflower Seeds, Barley, Papaya, Sweet Potato","75g, 27g, 15g, 22g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",402,14.1,28.0,29.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/bird-essential-sunflower-seeds-and-papaya-foraging-pot
BIRD_402,Vitamin-Rich Millet & Sweet Potato Nutritious Parakeet Bowl,Bird,Senior,"Millet, Barley, Sweet Potato, Spinach, Banana","45g, 31g, 21g, 37g, 29g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Spinach, Banana). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",204,6.5,1.8,41.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"High Protein, Senior Pet","High Protein Support, Senior Pet Support",https://pawfeed.ai/recipes/bird-vitamin-rich-millet-and-sweet-potato-nutritious-parakeet-bowl
BIRD_403,Wholesome Sunflower Seeds & Banana Nutritious Parakeet Bowl,Bird,Senior,"Sunflower Seeds, Quinoa, Banana, Carrots","69g, 31g, 17g, 19g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Carrots). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",340,11.9,26.4,19.2,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/bird-wholesome-sunflower-seeds-and-banana-nutritious-parakeet-bowl
BIRD_404,Tropical Bird Safflower Seeds & Sweet Potato Foraging Pot,Bird,Adult,"Safflower Seeds, Barley, Sweet Potato, Spinach, Banana","50g, 48g, 21g, 24g, 37g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Spinach, Banana). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",269,8.6,11.3,36.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/bird-tropical-bird-safflower-seeds-and-sweet-potato-foraging-pot
BIRD_405,Wholesome Safflower Seeds & Papaya Nutritious Parakeet Bowl,Bird,Adult,"Safflower Seeds, Quinoa, Papaya, Sweet Potato, Apple (no seeds)","69g, 41g, 29g, 28g, 17g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Sweet Potato, Apple (no seeds)). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",245,7.3,14.8,23.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Digestive Health, Weight Management","Digestive Health Support, Weight Management Support",https://pawfeed.ai/recipes/bird-wholesome-safflower-seeds-and-papaya-nutritious-parakeet-bowl
BIRD_406,Nutrient-Dense Millet & Papaya Grain Medley,Bird,Senior,"Millet, Oatmeal, Papaya, Banana","40g, 20g, 20g, 26g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Banana). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",246,7.7,3.0,47.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"High Protein, Weight Management","High Protein Support, Weight Management Support",https://pawfeed.ai/recipes/bird-nutrient-dense-millet-and-papaya-grain-medley
BIRD_407,Tropical Bird Sunflower Seeds & Papaya Millet Mash,Bird,Adult,"Sunflower Seeds, Oatmeal, Papaya, Broccoli, Banana","72g, 37g, 35g, 15g, 24g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Broccoli, Banana). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",331,12.1,21.6,26.9,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/bird-tropical-bird-sunflower-seeds-and-papaya-millet-mash
BIRD_408,Premium Millet & Broccoli Nutritious Parakeet Bowl,Bird,Baby,"Millet, Quinoa, Broccoli, Spinach","44g, 25g, 38g, 19g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Spinach). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",170,6.0,2.0,32.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Puppy/Kitten, General Wellness","Puppy/Kitten Support, General Wellness Support",https://pawfeed.ai/recipes/bird-premium-millet-and-broccoli-nutritious-parakeet-bowl
BIRD_409,Vitamin-Rich Pumpkin Seeds & Apple (no seeds) Seed Chop,Bird,Baby,"Pumpkin Seeds, Barley, Apple (no seeds), Banana","44g, 45g, 36g, 34g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Banana). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",286,12.1,14.3,31.8,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/bird-vitamin-rich-pumpkin-seeds-and-apple-(no-seeds)-seed-chop
BIRD_410,Organic Sunflower Seeds & Apple (no seeds) Grain Medley,Bird,Senior,"Sunflower Seeds, Oatmeal, Apple (no seeds), Banana, Sweet Potato","53g, 20g, 16g, 34g, 33g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Banana, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",291,9.9,18.3,25.9,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/bird-organic-sunflower-seeds-and-apple-(no-seeds)-grain-medley
BIRD_411,Tropical Bird Millet & Papaya Grain Medley,Bird,Baby,"Millet, Barley, Papaya, Carrots, Banana","69g, 50g, 19g, 25g, 16g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Carrots, Banana). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",263,8.0,2.3,53.1,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Skin & Coat, Puppy/Kitten","Skin & Coat Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/bird-tropical-bird-millet-and-papaya-grain-medley
BIRD_412,Wholesome Millet & Broccoli Nutritious Parakeet Bowl,Bird,Senior,"Millet, Quinoa, Broccoli, Papaya, Carrots","63g, 37g, 34g, 39g, 38g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Papaya, Carrots). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",155,4.8,1.7,30.4,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/bird-wholesome-millet-and-broccoli-nutritious-parakeet-bowl
BIRD_413,Vitamin-Rich Pumpkin Seeds & Apple (no seeds) Fresh Fruit Chop,Bird,Baby,"Pumpkin Seeds, Oatmeal, Apple (no seeds), Banana","78g, 50g, 40g, 24g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Banana). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",350,16.8,21.8,27.4,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Weight Management, High Protein","Weight Management Support, High Protein Support",https://pawfeed.ai/recipes/bird-vitamin-rich-pumpkin-seeds-and-apple-(no-seeds)-fresh-fruit-chop
BIRD_414,Natural Sunflower Seeds & Papaya Grain Medley,Bird,Baby,"Sunflower Seeds, Barley, Papaya, Carrots, Sweet Potato","46g, 39g, 20g, 19g, 23g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Carrots, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",301,10.3,16.7,31.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Puppy/Kitten, Joint Health","Puppy/Kitten Support, Joint Health Support",https://pawfeed.ai/recipes/bird-natural-sunflower-seeds-and-papaya-grain-medley
BIRD_415,Garden Fresh Millet & Apple (no seeds) Seed Chop,Bird,Baby,"Millet, Oatmeal, Apple (no seeds), Sweet Potato","78g, 34g, 32g, 35g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Sweet Potato). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",265,8.4,3.2,50.8,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/bird-garden-fresh-millet-and-apple-(no-seeds)-seed-chop
BIRD_416,Garden Fresh Millet & Spinach Fresh Fruit Chop,Bird,Senior,"Millet, Oatmeal, Spinach, Carrots","34g, 41g, 36g, 36g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Spinach, Carrots). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",212,8.2,3.0,38.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"Weight Management, Joint Health","Weight Management Support, Joint Health Support",https://pawfeed.ai/recipes/bird-garden-fresh-millet-and-spinach-fresh-fruit-chop
BIRD_417,Essential Sunflower Seeds & Broccoli Grain Medley,Bird,Adult,"Sunflower Seeds, Oatmeal, Broccoli, Apple (no seeds)","77g, 31g, 26g, 18g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Apple (no seeds)). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",387,14.6,27.3,26.4,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"General Wellness, Weight Management","General Wellness Support, Weight Management Support",https://pawfeed.ai/recipes/bird-essential-sunflower-seeds-and-broccoli-grain-medley
BIRD_418,Essential Safflower Seeds & Banana Grain Medley,Bird,Senior,"Safflower Seeds, Barley, Banana, Sweet Potato, Apple (no seeds)","66g, 36g, 20g, 22g, 29g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Sweet Potato, Apple (no seeds)). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",301,9.1,15.1,35.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"Senior Pet, High Protein","Senior Pet Support, High Protein Support",https://pawfeed.ai/recipes/bird-essential-safflower-seeds-and-banana-grain-medley
BIRD_419,Premium Safflower Seeds & Sweet Potato Foraging Pot,Bird,Adult,"Safflower Seeds, Quinoa, Sweet Potato, Spinach, Broccoli","49g, 25g, 28g, 36g, 29g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Spinach, Broccoli). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",195,6.7,11.6,18.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"Skin & Coat, Puppy/Kitten","Skin & Coat Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/bird-premium-safflower-seeds-and-sweet-potato-foraging-pot
BIRD_420,Premium Millet & Papaya Fresh Fruit Chop,Bird,Adult,"Millet, Oatmeal, Papaya, Broccoli","61g, 44g, 18g, 30g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Broccoli). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",274,9.9,3.8,50.8,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Weight Management, Senior Pet","Weight Management Support, Senior Pet Support",https://pawfeed.ai/recipes/bird-premium-millet-and-papaya-fresh-fruit-chop
BIRD_421,Nutrient-Dense Safflower Seeds & Spinach Fresh Fruit Chop,Bird,Adult,"Safflower Seeds, Barley, Spinach, Carrots","51g, 35g, 19g, 37g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Spinach, Carrots). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",287,9.4,14.3,33.2,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"High Protein, Joint Health","High Protein Support, Joint Health Support",https://pawfeed.ai/recipes/bird-nutrient-dense-safflower-seeds-and-spinach-fresh-fruit-chop
BIRD_422,Organic Millet & Banana Seed Chop,Bird,Baby,"Millet, Barley, Banana, Sweet Potato","48g, 23g, 33g, 28g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",240,6.8,2.0,49.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/bird-organic-millet-and-banana-seed-chop
BIRD_423,Essential Sunflower Seeds & Broccoli Millet Mash,Bird,Adult,"Sunflower Seeds, Oatmeal, Broccoli, Carrots, Sweet Potato","75g, 44g, 37g, 22g, 17g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Carrots, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",331,12.7,21.3,26.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"High Protein, Puppy/Kitten","High Protein Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/bird-essential-sunflower-seeds-and-broccoli-millet-mash
